0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,8,8,53,53,62,68,68,69,69,70,70,140,140
Reserves,111,167,148,165,185,332,416,458,564,699,853,"1,008","1,070"
Borrowings +,1,41,55,69,68,63,68,108,16,23,39,42,37
Other Liabilities +,38,49,62,92,98,125,157,171,194,215,259,324,319
Total Liabilities,159,265,318,379,414,587,709,806,843,"1,008","1,221","1,513","1,566"
Fixed Assets +,18,19,22,56,61,68,68,127,200,206,240,241,238
CWIP,3,3,5,6,11,17,83,91,0,0,0,3,0
Investments,8,63,67,52,58,59,61,90,97,120,155,394,424
Other Assets +,130,181,224,265,284,444,497,498,546,681,826,876,904
Total Assets,159,265,318,379,414,587,709,806,843,"1,008","1,221","1,513","1,566"
