0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,20,20,27,27,27,27,27,27,27,27,27,27,27
Reserves,372,432,745,852,"1,050","1,460","1,756","2,123","2,583","3,040","3,621","4,317","4,675"
Deposits,0,0,0,0,0,0,0,0,0,0,0,0,0
Borrowings +,"3,539","5,269","7,375","9,444","11,872","13,921","16,880","18,748","19,293","24,648","29,068","31,863","33,790"
Other Liabilities +,136,191,188,433,430,322,67,145,171,230,355,395,695
Total Liabilities,"4,067","5,912","8,334","10,756","13,379","15,730","18,729","21,044","22,074","27,944","33,070","36,602","39,187"
Fixed Assets +,6,8,9,9,10,10,10,38,38,35,45,53,44
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,16,15,15,15,16,16,16,24,50,"1,126","1,459","1,459","1,968"
Other Assets +,"4,044","5,889","8,310","10,732","13,352","15,704","18,703","20,981","21,986","26,784","31,566","35,090","37,175"
Total Assets,"4,067","5,912","8,334","10,756","13,379","15,730","18,729","21,044","22,074","27,944","33,070","36,602","39,187"
