0,1,2,3,4,5,6,7,8,9,10,11,12,13
Sales +,"1,091","1,236","1,242","1,121","1,176","1,294","1,334","1,183","1,264","1,325","1,398","1,288","1,354"
Expenses +,825,918,956,864,925,"1,003","1,024",914,935,"1,032","1,075","1,002",978
Operating Profit,266,317,286,257,251,291,310,269,329,294,322,286,376
OPM %,24%,26%,23%,23%,21%,22%,23%,23%,26%,22%,23%,22%,28%
Other Income +,12,15,14,19,20,22,19,20,22,24,20,21,23
Interest,1,1,0,1,2,2,1,2,2,2,3,2,3
Depreciation,21,20,20,21,21,23,22,23,25,24,26,25,25
Profit before tax,257,311,280,254,248,288,305,264,324,292,314,280,371
Tax %,27%,27%,26%,26%,22%,30%,26%,26%,25%,26%,26%,26%,27%
Net Profit +,189,228,206,187,193,202,225,194,242,216,232,207,271
EPS in Rs,1.91,2.31,2.09,1.89,1.95,2.05,2.28,1.97,2.45,2.19,2.35,2.10,2.74
Raw PDF,,,,,,,,,,,,,
