0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,5,5,5,5,5,5,5,5,5,5,5,5,5
Reserves,95,167,146,151,218,242,296,359,451,506,584,707,674
Borrowings +,0,0,0,0,0,0,0,12,12,9,7,5,17
Other Liabilities +,206,244,261,247,193,214,261,330,306,337,389,362,545
Total Liabilities,306,416,412,403,415,461,562,706,775,857,985,"1,078","1,241"
Fixed Assets +,25,94,101,97,87,75,75,72,81,74,69,67,69
CWIP,74,9,12,6,5,4,7,24,4,2,1,0,0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets +,208,312,298,299,324,382,480,611,690,780,915,"1,011","1,172"
Total Assets,306,416,412,403,415,461,562,706,775,857,985,"1,078","1,241"
