0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,6,6,6,6,6,6,6,6,6,6,6,6,6
Reserves,173,218,345,415,518,598,694,766,868,999,"1,163","1,336","1,213"
Borrowings +,61,48,68,35,34,24,18,33,28,37,46,40,61
Other Liabilities +,139,181,224,290,302,320,371,320,381,385,441,443,422
Total Liabilities,380,453,644,747,861,949,"1,089","1,126","1,283","1,427","1,656","1,825","1,702"
Fixed Assets +,125,152,215,226,266,279,305,350,330,321,320,356,384
CWIP,4,5,8,4,0,5,11,1,1,1,17,13,4
Investments,1,12,48,67,119,139,212,262,513,567,669,807,644
Other Assets +,249,284,374,449,475,525,561,512,440,539,649,649,670
Total Assets,380,453,644,747,861,949,"1,089","1,126","1,283","1,427","1,656","1,825","1,702"
