0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,0.05,102,300,300,20,20,21,21,21,21,21,21,21
Reserves,0,-18,7,789,"1,511","1,945","2,415","2,599","3,319","3,960","4,183","5,030","5,290"
Borrowings +,0,449,905,113,0,0,43,24,472,448,424,627,612
Other Liabilities +,0,103,502,648,619,628,747,"1,438","1,008","1,278","3,143","2,326","2,242"
Total Liabilities,0,637,"1,714","1,850","2,150","2,593","3,226","4,082","4,820","5,708","7,772","8,005","8,164"
Fixed Assets +,0,405,524,560,559,553,565,960,"1,020","1,014","1,067","1,390","1,370"
CWIP,0,0,0,14,2,0,0,9,12,10,6,13,6
Investments,0,0,6,62,199,322,752,765,"1,701","1,647","2,439","1,646","1,869"
Other Assets +,0,232,"1,184","1,214","1,390","1,717","1,908","2,348","2,088","3,037","4,259","4,956","4,919"
Total Assets,0,637,"1,714","1,850","2,150","2,593","3,226","4,082","4,820","5,708","7,772","8,005","8,164"
