0,1,2,3,4,5,6,7,8,9,10,11,12,13
Sales +,"31,467","37,748","39,501","27,133","24,616","30,599","38,395","35,452","26,023","43,169","59,899","52,728","52,457"
Expenses +,"29,531","36,249","38,062","25,547","22,024","27,285","35,101","31,462","21,323","37,915","55,043","47,518","47,342"
Operating Profit,"1,937","1,499","1,439","1,586","2,592","3,314","3,294","3,990","4,700","5,254","4,856","5,210","5,115"
OPM %,6%,4%,4%,6%,11%,11%,9%,11%,18%,12%,8%,10%,10%
Other Income +,89,84,155,173,347,316,450,300,388,306,574,613,773
Interest,118,220,293,239,210,163,99,403,336,317,331,290,268
Depreciation,187,308,315,322,369,412,411,776,784,768,764,777,795
Profit before tax,"1,720","1,055",985,"1,199","2,360","3,055","3,234","3,111","3,968","4,474","4,335","4,757","4,825"
Tax %,33%,32%,10%,24%,28%,32%,33%,13%,26%,25%,25%,26%,
Net Profit +,"1,149",712,883,913,"1,706","2,078","2,155","2,698","2,949","3,352","3,240","3,536","3,594"
EPS in Rs,7.66,4.75,5.88,6.09,11.37,13.85,14.37,17.98,19.66,22.35,21.60,23.57,23.96
Dividend Payout %,16%,21%,17%,21%,22%,32%,70%,70%,58%,51%,46%,42%,
