0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,22,22,22,22,22,22,22,23,25,37,50,51,52
Reserves,102,60,39,40,45,62,86,122,157,445,"1,478","2,760","5,734"
Borrowings +,26,21,23,12,26,30,93,124,155,96,4,32,36
Other Liabilities +,306,339,345,389,409,442,390,374,383,246,493,"1,093","1,378"
Total Liabilities,457,443,430,463,503,556,591,642,720,824,"2,026","3,936","7,200"
Fixed Assets +,295,275,271,293,320,348,358,374,362,400,532,"1,234","1,527"
CWIP,4,5,5,7,8,23,36,42,85,86,298,"1,268","2,119"
Investments,0,0,0,0,0,0,0,0,0,0,37,29,504
Other Assets +,158,163,153,163,174,185,196,226,274,338,"1,159","1,405","3,050"
Total Assets,457,443,430,463,503,556,591,642,720,824,"2,026","3,936","7,200"
