0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,40,53,73,73,86,128,144,144,156,156,159,159,159
Reserves,71,154,303,387,605,"1,309","2,222","2,525","3,479","4,011","4,948","6,411","6,829"
Deposits,0,0,0,0,0,0,0,0,0,0,0,0,0
Borrowings +,389,805,"1,291","2,233","2,668","3,623","4,867","7,823","8,781","12,921","16,312","21,841","19,154"
Other Liabilities +,44,46,60,115,205,53,126,170,281,394,439,435,470
Total Liabilities,543,"1,058","1,727","2,808","3,564","5,114","7,357","10,662","12,697","17,482","21,858","28,846","26,612"
Fixed Assets +,3,3,4,11,12,16,25,87,101,629,599,609,628
CWIP,0,0,2,0,3,1,2,3,1,3,4,5,0
Investments,0,0,0,0,0,0,0,661,663,1,455,"1,439","1,303"
Other Assets +,540,"1,055","1,720","2,796","3,549","5,096","7,330","9,911","11,932","16,849","20,801","26,794","24,682"
Total Assets,543,"1,058","1,727","2,808","3,564","5,114","7,357","10,662","12,697","17,482","21,858","28,846","26,612"
