0,1,2,3,4,5,6,7,8,9,10,11,12,13
Sales +,"5,424","7,108","8,069","9,158","9,607","10,270","12,258","13,371","15,824","11,287","8,457","10,646","11,095"
Expenses +,"4,462","5,187","5,816","6,705","7,215","7,600","9,838","10,670","11,704","9,783","6,952","8,422","8,388"
Operating Profit,961,"1,922","2,253","2,453","2,392","2,670","2,420","2,700","4,120","1,504","1,505","2,224","2,708"
OPM %,18%,27%,28%,27%,25%,26%,20%,20%,26%,13%,18%,21%,24%
Other Income +,23,73,65,187,118,81,189,386,590,565,429,670,365
Interest,250,289,132,229,45,53,231,243,29,17,75,183,222
Depreciation,171,186,245,263,286,355,413,473,488,415,243,255,268
Profit before tax,563,"1,519","1,940","2,148","2,179","2,343","1,965","2,370","4,193","1,637","1,616","2,457","2,583"
Tax %,12%,23%,22%,24%,22%,23%,22%,21%,26%,11%,24%,20%,
Net Profit +,496,"1,172","1,516","1,627","1,707","1,813","1,530","1,877","3,113","1,455","1,227","1,954","1,917"
EPS in Rs,8.52,20.11,25.96,27.80,29.13,30.94,26.11,32.03,53.13,24.83,20.94,33.35,32.73
Dividend Payout %,9%,7%,9%,9%,9%,8%,10%,9%,8%,36%,36%,13%,
